latitude,longitude,elevation,date,month,season,soil_moisture,soil_temperature,soil_ph,bulk_density,sand_percentage,silt_percentage,clay_percentage,nitrogen_content,phosphorus_content,potassium_content,organic_matter,electrical_conductivity,air_temperature,relative_humidity,rainfall,solar_radiation,days_since_fertilization,fertilizer_type,irrigation_frequency,crop_rotation,soil_health_index,crop_yield_potential,fertilizer_n_recommendation,fertilizer_p_recommendation,fertilizer_k_recommendation,irrigation_requirement,soil_degradation_risk,cluster_labels
34.9,-77.9,98.3,2024-08-23,8,Summer,15.6,25.5,8.65,1.5,50.2,34.4,15.3,31.1,10.7,69.3,2.18,0.1,27.8,46.5,87.0,25.8,137,NPK,2,Wheat-Legume,52.8,3.5,168.9,89.3,80.7,51.7,Low,1
37.4,-70.2,325.2,2023-08-10,8,Summer,35.8,27.6,5.37,1.0,36.4,52.5,11.1,18.3,8.1,77.0,1.17,0.7,28.3,52.1,9.9,24.1,72,Phosphorus,7,Fallow,53.6,2.4,181.7,91.9,73.0,21.3,Medium,1
42.4,-98.5,334.1,2023-08-27,8,Summer,34.6,22.7,7.12,1.3,56.8,16.6,26.6,11.0,23.4,47.1,5.14,0.2,22.6,58.9,7.5,27.1,336,Organic,5,Fallow,72.2,4.1,189.0,76.6,102.9,23.1,Low,2
36.4,-104.0,127.2,2023-12-03,12,Winter,28.5,9.0,5.23,1.5,38.8,59.8,1.4,18.9,41.1,45.0,4.3,0.5,15.7,62.8,6.1,11.1,254,Organic,0,Wheat-Legume,69.0,3.8,181.1,58.9,105.0,17.2,Low,3
25.6,-74.7,969.3,2023-06-01,6,Summer,25.0,33.3,7.17,1.5,38.0,51.1,10.9,24.8,5.5,281.5,4.85,0.2,38.4,20.0,49.0,35.0,255,,7,Diversified,73.4,4.5,175.2,94.5,0.0,37.5,Low,1
43.6,-110.4,266.4,2024-09-02,9,Fall,18.3,17.8,7.05,1.4,78.5,19.4,2.1,13.6,6.7,60.2,2.25,0.1,20.2,75.2,3.1,17.4,79,Phosphorus,3,Wheat-Legume,62.6,3.8,186.4,93.3,89.8,31.7,Low,3
38.8,-89.2,310.4,2023-01-03,1,Winter,16.3,8.9,6.19,1.1,48.6,24.4,27.0,40.7,8.5,92.1,1.52,0.1,9.4,71.4,9.9,13.7,329,Phosphorus,1,Diversified,57.6,2.9,159.3,91.5,57.9,26.9,Medium,0
38.5,-99.7,359.7,2023-10-11,10,Fall,32.5,20.3,8.03,1.3,49.9,33.0,17.1,31.6,10.6,53.6,0.71,0.5,21.0,66.2,63.4,12.1,54,NPK,2,Wheat-Legume,54.3,4.5,168.4,89.4,96.4,17.5,Medium,3
29.3,-117.9,134.0,2023-05-29,5,Spring,23.6,24.7,6.11,1.4,26.3,60.8,12.9,27.6,22.4,61.0,3.61,1.4,24.2,45.9,46.8,25.8,148,NPK,1,Wheat-Legume,68.8,4.9,172.4,77.6,89.0,26.4,Low,1
38.2,-102.6,464.4,2023-05-14,5,Spring,40.2,21.5,9.0,1.2,51.1,39.4,9.5,17.8,6.0,47.3,0.58,1.2,21.4,44.2,69.6,17.0,193,Organic,3,Diversified,44.8,3.4,182.2,94.0,102.7,9.8,Medium,2
32.9,-106.7,51.7,2024-07-07,7,Summer,27.6,31.0,9.0,1.4,69.7,24.7,5.6,30.6,10.1,57.4,5.55,1.4,32.7,38.8,20.7,26.1,302,Organic,2,Corn-Soy,67.3,3.6,169.4,89.9,92.6,33.6,Low,2
38.0,-85.7,88.0,2023-09-14,9,Fall,24.3,18.6,9.0,1.0,56.7,10.5,32.8,35.8,10.3,31.2,8.0,0.6,13.1,78.4,5.2,14.1,291,NPK,0,Wheat-Legume,62.8,1.5,164.2,89.7,118.8,25.7,Low,3
27.1,-72.6,135.1,2023-06-28,6,Summer,21.7,32.6,7.15,0.9,35.0,48.8,16.3,14.8,8.9,78.8,2.1,0.3,38.8,20.0,88.2,25.7,72,Organic,3,Monoculture,65.8,5.1,185.2,91.1,71.2,42.5,Low,1
38.2,-106.6,289.5,2023-04-23,4,Spring,35.6,20.0,8.51,1.2,40.9,49.5,9.6,20.0,18.5,208.0,4.4,0.4,23.2,54.6,34.5,18.2,144,Organic,1,Corn-Soy,69.2,4.7,180.0,81.5,0.0,14.4,Low,0
45.0,-79.4,74.3,2024-11-07,11,Fall,14.6,14.7,7.14,1.4,20.6,51.9,27.6,18.5,10.3,58.9,1.81,0.6,14.1,70.2,8.7,11.9,96,Organic,1,Corn-Soy,56.2,3.9,181.5,89.7,91.1,35.4,Medium,3
26.0,-117.2,81.2,2023-01-27,1,Winter,40.7,17.8,8.18,1.5,19.3,13.1,67.5,18.1,3.9,26.1,3.52,0.2,24.1,52.1,22.7,17.3,267,,0,Monoculture,58.9,3.8,181.9,96.1,123.9,7.5,Low,0
44.5,-93.1,641.1,2023-05-15,5,Spring,31.1,16.4,7.25,1.0,44.1,48.3,7.6,40.5,4.7,39.6,5.82,0.1,20.3,49.6,5.6,14.2,268,NPK,2,Wheat-Legume,75.1,4.3,159.5,95.3,110.4,18.9,Low,0
33.1,-116.5,586.3,2023-01-16,1,Winter,42.0,17.2,7.46,1.6,68.5,11.9,19.6,36.5,11.2,101.9,3.74,0.1,21.5,58.8,6.9,12.2,45,NPK,1,Monoculture,70.8,4.1,163.5,88.8,48.1,6.4,Low,0
42.4,-73.3,71.2,2024-01-02,1,Winter,29.0,9.7,9.0,1.3,59.5,36.6,3.9,33.6,43.6,32.3,1.28,0.3,10.6,69.5,50.6,7.7,236,,0,Monoculture,52.4,3.3,166.4,56.4,117.7,16.8,Medium,0
40.6,-81.7,124.1,2023-09-01,9,Fall,23.1,13.7,4.92,1.0,28.9,59.8,11.3,27.1,17.6,64.4,4.26,0.1,17.3,52.1,20.5,18.3,192,,3,Wheat-Legume,62.6,3.6,172.9,82.4,85.6,26.9,Low,3
36.3,-87.1,235.3,2024-08-25,8,Summer,24.1,25.6,7.56,1.4,48.8,32.3,18.9,20.6,24.0,88.1,0.56,0.3,22.6,70.4,83.9,24.9,39,,7,Monoculture,48.1,4.4,179.4,76.0,61.9,38.8,Medium,1
39.8,-78.8,375.2,2023-11-28,11,Fall,26.6,19.5,7.54,1.6,38.5,38.5,23.0,18.5,11.9,66.8,0.99,0.8,22.5,68.6,3.9,14.5,235,,0,Diversified,48.6,2.5,181.5,88.1,83.2,23.4,Medium,3
42.6,-87.6,170.0,2023-01-17,1,Winter,44.5,6.7,6.07,1.2,22.5,66.8,10.7,25.1,12.3,26.4,8.0,0.1,7.7,74.6,23.2,7.9,213,Organic,1,Wheat-Legume,69.7,3.8,174.9,87.7,123.6,4.4,Low,0
33.1,-71.6,153.3,2023-06-28,6,Summer,18.5,30.5,8.43,1.5,68.3,21.9,9.8,9.2,14.5,44.1,4.24,0.1,35.3,33.6,7.1,28.5,201,,1,Corn-Soy,62.8,2.3,190.8,85.5,105.9,47.3,Low,1
31.5,-84.3,538.1,2023-09-29,9,Fall,21.0,20.5,7.04,1.6,29.7,15.9,54.4,31.4,12.7,81.5,3.08,0.1,21.3,59.5,44.8,19.3,293,Organic,0,Corn-Soy,65.8,4.8,168.6,87.3,68.5,29.0,Low,3
38.4,-73.8,134.5,2023-02-23,2,Winter,29.8,12.5,6.23,1.3,60.6,19.0,20.4,32.6,14.0,37.3,8.0,0.1,12.8,81.8,47.9,10.3,304,NPK,3,Wheat-Legume,78.6,4.5,167.4,86.0,112.7,16.1,Low,0
41.2,-94.1,193.7,2023-05-10,5,Spring,11.5,22.7,7.44,1.2,65.2,8.8,26.0,12.7,26.1,64.3,1.4,0.2,28.3,63.2,61.5,19.3,107,NPK,1,Wheat-Legume,54.0,4.4,187.3,73.9,85.7,38.5,Medium,2
40.2,-114.1,349.6,2024-03-07,3,Spring,25.6,21.4,9.0,1.5,60.8,32.5,6.7,10.2,12.9,37.3,4.21,0.5,26.7,37.7,18.1,17.1,114,Phosphorus,6,Diversified,67.3,4.2,189.8,87.1,112.7,24.4,Low,2
41.0,-93.6,360.5,2024-06-22,6,Summer,18.1,26.7,9.0,1.5,46.9,46.2,6.9,26.4,11.4,72.4,5.58,0.3,31.0,55.5,48.4,24.4,51,Organic,0,Fallow,69.5,4.3,173.6,88.6,77.6,47.9,Low,1
33.7,-113.7,334.3,2023-04-27,4,Spring,50.0,22.3,6.73,1.0,86.2,8.3,5.5,9.3,37.8,57.8,0.5,0.6,25.6,55.3,32.7,16.6,64,NPK,3,Diversified,50.2,2.2,190.7,62.2,92.2,0.0,Medium,2
41.4,-90.4,320.1,2023-03-07,3,Spring,32.1,17.5,6.54,1.3,39.2,38.1,22.7,23.3,17.4,63.1,2.61,0.1,21.5,58.5,55.3,18.2,237,NPK,2,Fallow,66.0,4.9,176.7,82.6,86.9,17.9,Low,0
27.4,-95.9,290.7,2024-05-02,5,Spring,33.9,30.6,7.02,1.4,46.0,6.5,47.4,13.7,3.5,41.2,1.17,0.2,31.9,32.6,19.7,22.5,87,Nitrogen,3,Diversified,57.1,3.2,186.3,96.5,108.8,16.1,Medium,1
35.9,-88.9,203.6,2024-04-04,4,Spring,18.3,21.5,5.1,1.5,51.5,21.8,26.6,9.9,6.8,37.5,0.5,0.3,20.9,59.6,45.2,18.6,291,Nitrogen,3,Diversified,44.0,3.4,190.1,93.2,112.5,31.7,Medium,2
25.1,-119.5,463.7,2024-01-06,1,Winter,29.5,16.6,6.82,1.2,80.1,12.0,7.9,28.9,4.9,21.8,8.0,0.3,19.6,61.9,3.3,15.2,213,NPK,1,Diversified,75.8,4.3,171.1,95.1,128.2,16.4,Low,2
31.5,-110.3,373.8,2024-06-09,6,Summer,29.5,30.3,4.91,1.1,50.5,20.5,28.9,40.6,17.7,41.3,3.74,0.1,27.2,48.3,11.6,30.8,117,Organic,5,Fallow,68.0,4.3,159.4,82.3,108.7,30.8,Low,1
32.3,-95.4,149.7,2024-08-30,8,Summer,42.1,29.7,5.82,1.6,68.8,10.8,20.4,16.5,30.6,46.0,0.5,0.1,35.7,37.2,38.3,25.1,81,NPK,2,Fallow,54.7,2.3,183.5,69.4,104.0,11.8,Medium,2
32.9,-72.5,197.2,2023-04-22,4,Spring,24.5,26.2,8.2,1.3,81.5,9.5,9.0,30.5,21.2,66.0,3.62,0.1,27.9,61.3,41.0,17.6,84,Nitrogen,1,Diversified,70.3,4.7,169.5,78.8,84.0,25.5,Low,2
38.9,-100.8,80.5,2024-04-07,4,Spring,15.5,21.1,5.65,1.3,44.7,26.3,29.1,13.7,11.0,26.0,4.49,0.1,22.6,61.7,19.8,14.3,257,NPK,4,Corn-Soy,65.8,3.6,186.3,89.0,124.0,34.5,Low,2
32.8,-98.8,167.3,2024-05-30,5,Spring,23.8,20.5,7.72,1.2,92.9,5.6,1.5,31.4,41.5,105.4,1.15,0.1,19.7,72.6,44.1,19.2,323,Nitrogen,2,Diversified,57.0,3.9,168.6,58.5,44.6,26.2,Medium,2
34.0,-84.3,90.8,2023-08-15,8,Summer,15.8,27.2,6.56,1.3,87.2,12.5,0.3,15.8,15.0,40.8,2.23,0.2,33.1,28.5,42.4,24.3,323,NPK,2,Fallow,66.2,4.4,184.2,85.0,109.2,51.3,Low,2
29.8,-89.8,472.7,2024-09-21,9,Fall,15.9,20.6,6.08,1.0,19.3,76.8,3.9,41.1,23.1,45.8,5.08,0.3,24.8,51.8,67.2,18.6,7,NPK,1,Fallow,79.2,5.3,158.9,76.9,104.2,34.1,Low,1
32.5,-105.1,1106.5,2023-02-14,2,Winter,37.3,16.3,9.0,1.5,26.6,54.4,18.9,6.5,16.1,67.1,1.47,0.4,19.1,58.9,53.3,14.4,329,Nitrogen,2,Diversified,48.1,2.9,193.5,83.9,82.9,10.2,Medium,0
29.5,-99.5,83.9,2024-11-05,11,Fall,24.7,17.7,7.32,1.2,17.4,20.6,62.0,15.5,5.7,47.6,4.8,0.1,21.3,66.2,10.0,16.4,182,Phosphorus,2,Wheat-Legume,73.9,3.7,184.5,94.3,102.4,25.3,Low,3
26.5,-109.1,213.7,2024-06-17,6,Summer,13.0,33.3,8.07,0.9,41.6,41.8,16.6,16.8,9.2,68.3,0.89,0.3,35.6,41.5,56.7,30.2,92,Phosphorus,5,Diversified,48.1,3.6,183.2,90.8,81.7,55.5,Medium,1
37.1,-71.7,187.3,2023-11-05,11,Fall,33.3,18.4,6.54,1.1,38.5,22.3,39.2,9.2,17.3,40.7,2.24,1.4,22.9,65.8,42.9,14.0,349,Organic,0,Fallow,63.9,4.7,190.8,82.7,109.3,16.7,Low,3
38.4,-113.5,25.9,2024-04-14,4,Spring,45.1,22.1,9.0,1.5,30.9,62.7,6.4,28.7,15.5,41.2,0.83,0.7,23.0,74.0,14.2,17.5,149,NPK,2,Diversified,44.7,2.5,171.3,84.5,108.8,4.9,Medium,0
37.4,-101.4,139.4,2024-10-20,10,Fall,8.4,16.6,5.44,1.3,63.2,21.2,15.5,19.7,10.9,47.9,7.42,0.2,18.7,66.7,25.0,18.5,185,Organic,0,Fallow,71.8,3.3,180.3,89.1,102.1,41.6,Low,3
34.3,-118.7,782.8,2023-02-01,2,Winter,39.4,15.5,9.0,1.1,51.3,28.4,20.3,29.6,9.1,42.9,1.56,0.4,19.2,63.4,38.0,14.3,155,Organic,2,Corn-Soy,48.8,2.5,170.4,90.9,107.1,8.5,Medium,0
32.6,-108.9,275.1,2023-03-04,3,Spring,28.6,21.6,4.7,1.3,78.3,20.1,1.6,13.9,18.5,60.1,1.55,0.6,19.4,60.9,76.0,21.4,243,NPK,3,Diversified,57.4,4.0,186.1,81.5,89.9,21.4,Medium,2
42.3,-81.0,216.5,2024-05-05,5,Spring,22.5,20.3,4.75,1.2,42.7,57.2,0.1,11.6,24.4,87.5,5.76,0.1,18.4,47.4,7.8,13.2,156,NPK,0,Wheat-Legume,72.0,2.7,188.4,75.6,62.5,27.5,Low,0
35.4,-109.9,92.1,2024-02-16,2,Winter,18.4,11.6,6.2,1.3,46.8,16.6,36.6,15.2,14.7,21.3,7.07,0.1,19.1,51.3,68.8,12.4,292,NPK,3,Diversified,76.1,5.2,184.8,85.3,128.7,25.3,Low,0
34.6,-116.0,428.8,2024-03-12,3,Spring,26.4,22.3,6.53,1.4,62.0,23.5,14.5,11.0,37.3,85.3,3.06,0.5,21.7,43.7,26.9,15.7,12,NPK,0,Monoculture,74.6,4.4,189.0,62.7,64.7,23.6,Low,2
25.5,-96.3,161.8,2024-12-03,12,Winter,25.8,16.8,6.47,1.1,77.2,20.2,2.6,17.0,28.1,61.7,2.87,0.7,23.4,52.0,29.1,16.0,69,Organic,0,Corn-Soy,72.9,4.8,183.0,71.9,88.3,19.3,Low,2
31.8,-119.5,132.1,2023-04-21,4,Spring,31.2,24.9,5.65,1.2,25.7,69.9,4.4,39.3,8.9,97.2,5.89,0.4,25.8,49.8,14.8,22.1,220,NPK,2,Monoculture,78.8,4.7,160.7,91.1,52.8,18.8,Low,1
32.6,-115.8,399.1,2024-05-17,5,Spring,47.2,21.0,9.0,1.2,51.4,32.1,16.5,23.0,21.1,61.9,3.54,0.6,19.7,80.2,34.5,18.6,66,,1,Diversified,46.4,3.3,177.0,78.9,88.1,2.8,Low,0
33.0,-79.6,215.1,2024-12-30,12,Winter,25.9,15.7,6.94,1.2,80.6,3.8,15.6,28.0,89.3,69.7,1.76,0.6,21.3,61.6,36.6,12.7,258,,0,Diversified,59.9,3.4,172.0,10.7,80.3,19.3,Medium,2
36.6,-81.4,105.2,2024-03-30,3,Spring,18.7,22.9,9.0,1.2,63.5,23.3,13.2,16.1,7.0,33.6,1.61,0.5,26.8,53.9,89.2,17.3,329,,0,Monoculture,40.3,3.1,183.9,93.0,116.4,31.3,Medium,2
35.7,-74.2,422.4,2023-03-17,3,Spring,27.4,21.1,4.95,1.2,52.0,23.0,25.0,12.6,18.7,90.2,8.0,1.4,25.2,47.1,23.9,16.2,63,NPK,1,Diversified,70.0,5.5,187.4,81.3,59.8,22.6,Low,2
37.2,-77.3,268.0,2023-03-24,3,Spring,38.3,20.9,5.71,1.2,41.6,35.5,23.0,22.1,3.7,34.5,0.94,0.4,19.4,62.0,20.7,15.4,58,Nitrogen,4,Wheat-Legume,50.5,2.6,177.9,96.3,115.5,11.7,Medium,0
40.3,-85.8,425.9,2023-11-26,11,Fall,20.0,13.6,5.44,1.3,40.1,53.6,6.3,20.6,20.5,50.6,3.25,0.1,17.0,45.0,33.2,19.3,302,,2,Monoculture,60.9,4.4,179.4,79.5,99.4,30.0,Low,3
41.3,-117.4,223.6,2024-09-14,9,Fall,27.2,12.5,4.86,1.2,37.8,28.0,34.2,34.6,23.2,118.7,2.42,0.4,5.4,90.8,18.9,15.4,351,NPK,3,Wheat-Legume,61.0,2.9,165.4,76.8,31.3,22.8,Low,3
39.4,-80.9,1162.6,2023-06-01,6,Summer,23.4,26.2,7.5,1.2,37.8,41.1,21.1,37.8,11.7,70.8,1.74,0.5,29.4,44.3,19.1,25.0,242,Phosphorus,5,Fallow,60.0,3.3,162.2,88.3,79.2,40.0,Medium,1
44.1,-77.7,49.6,2023-03-09,3,Spring,30.5,17.9,6.16,0.9,76.3,12.0,11.7,32.4,10.0,43.0,6.51,0.2,17.2,54.6,77.4,17.1,188,Organic,2,Diversified,87.7,6.9,167.6,90.0,107.0,19.5,Low,2
25.4,-80.0,1077.0,2023-05-10,5,Spring,42.7,26.1,5.22,1.1,33.9,50.3,15.7,57.1,12.2,50.9,3.1,0.3,32.4,42.1,27.9,21.6,54,NPK,1,Monoculture,60.2,4.2,142.9,87.8,99.1,7.3,Low,1
28.9,-94.6,150.3,2023-10-09,10,Fall,14.3,18.5,5.81,1.2,58.3,2.0,39.7,20.7,5.3,68.8,2.85,0.7,23.4,64.1,8.9,17.8,16,Organic,1,Corn-Soy,71.6,4.4,179.3,94.7,81.2,35.7,Low,2
25.2,-108.4,52.6,2024-10-01,10,Fall,13.7,23.8,8.55,1.5,57.6,27.6,14.8,27.6,9.7,85.5,0.75,0.6,26.4,60.6,29.4,20.8,117,Organic,2,Corn-Soy,45.3,2.0,172.4,90.3,64.5,36.3,Medium,2
37.9,-77.7,287.1,2024-10-10,10,Fall,14.7,15.8,9.0,1.3,49.0,36.7,14.3,37.0,11.3,35.1,1.19,0.1,21.0,78.9,15.4,18.9,42,Phosphorus,1,Fallow,52.3,3.2,163.0,88.7,114.9,35.3,Medium,3
43.0,-83.6,536.0,2024-08-22,8,Summer,24.8,22.5,6.21,1.0,48.9,12.8,38.3,30.5,21.4,75.1,3.25,0.1,31.7,43.7,118.9,24.3,191,NPK,4,Monoculture,65.4,6.1,169.5,78.6,74.9,37.9,Low,1
29.9,-71.0,332.1,2024-07-15,7,Summer,22.4,33.1,5.95,1.3,28.4,32.7,38.8,33.1,2.5,51.6,1.67,0.4,35.0,28.6,39.0,24.8,234,NPK,3,Fallow,51.9,3.9,166.9,97.5,98.4,41.4,Medium,1
43.5,-112.2,40.9,2024-12-30,12,Winter,35.7,4.8,6.3,1.2,34.0,58.7,7.3,20.8,13.8,35.5,0.7,0.2,7.8,84.2,5.5,6.5,233,NPK,0,Monoculture,54.8,3.1,179.2,86.2,114.5,11.5,Medium,3
26.2,-108.7,46.5,2023-11-29,11,Fall,21.4,23.5,5.88,1.4,59.7,35.0,5.3,19.4,6.7,74.1,0.62,0.7,21.8,69.6,21.3,18.5,229,Organic,2,Wheat-Legume,51.2,3.2,180.6,93.3,75.9,28.6,Medium,2
43.7,-109.4,57.7,2024-01-26,1,Winter,28.4,3.2,5.96,1.0,83.1,11.5,5.4,17.3,12.6,41.2,6.44,0.1,2.6,93.6,1.8,8.8,213,Nitrogen,1,Monoculture,75.1,3.0,182.7,87.4,108.8,17.3,Low,0
32.0,-80.4,138.8,2024-09-03,9,Fall,24.6,16.6,9.0,1.5,54.1,14.3,31.5,18.2,50.2,35.2,2.4,0.2,15.9,70.0,6.9,16.9,196,Organic,0,Corn-Soy,54.5,3.0,181.8,49.8,114.8,25.4,Low,3
27.0,-110.7,67.6,2024-06-27,6,Summer,35.6,33.0,8.7,1.4,79.6,10.6,9.7,20.6,8.5,56.7,3.67,0.2,35.1,47.2,118.8,24.9,295,Organic,4,Monoculture,63.6,6.5,179.4,91.5,93.3,21.6,Low,1
34.7,-116.7,196.2,2023-10-29,10,Fall,12.7,17.5,9.0,1.3,27.8,71.8,0.4,14.4,4.7,59.2,0.8,0.3,20.6,58.1,11.7,14.0,96,NPK,1,Monoculture,43.3,3.0,185.6,95.3,90.8,37.3,Medium,3
30.1,-70.1,33.1,2024-04-09,4,Spring,22.6,22.1,5.64,1.0,56.3,39.6,4.0,11.5,4.0,51.2,0.84,0.7,22.1,60.0,182.2,18.3,288,Organic,2,Wheat-Legume,50.2,6.2,188.5,96.0,98.8,27.4,Medium,1
30.7,-118.8,206.8,2024-06-01,6,Summer,22.3,32.1,8.52,1.0,36.4,30.4,33.2,11.3,13.4,32.9,1.91,0.1,34.9,42.8,18.9,30.6,317,,5,Fallow,48.9,1.8,188.7,86.6,117.1,41.5,Medium,1
31.1,-78.2,319.2,2024-09-11,9,Fall,38.3,20.7,6.62,1.4,17.5,69.2,13.3,38.1,29.0,106.9,1.97,0.1,25.7,27.6,16.0,26.0,281,,2,Wheat-Legume,57.1,3.5,161.9,71.0,43.1,11.7,Medium,1
41.1,-101.7,535.2,2024-03-16,3,Spring,21.4,14.7,5.5,1.5,42.2,48.6,9.2,16.2,3.8,76.8,0.68,0.4,17.3,60.0,10.6,18.0,341,Phosphorus,1,Fallow,52.8,3.1,183.8,96.2,73.2,28.6,Medium,0
35.8,-77.9,283.3,2023-04-12,4,Spring,29.9,23.5,9.0,1.5,72.0,16.5,11.5,27.1,20.1,69.7,3.12,0.3,28.8,36.7,99.0,17.3,336,NPK,4,Monoculture,59.0,4.9,172.9,79.9,80.3,20.1,Low,2
31.2,-92.3,615.1,2024-12-19,12,Winter,23.0,10.7,7.94,1.6,71.0,18.1,10.9,18.7,7.6,37.4,3.81,1.5,7.4,67.4,8.5,13.2,282,,2,Fallow,56.4,2.9,181.3,92.4,112.6,21.6,Medium,3
37.2,-74.9,283.7,2023-04-28,4,Spring,33.2,17.5,9.0,1.4,83.3,6.8,10.0,39.0,12.0,44.7,3.73,0.1,14.7,56.3,36.4,17.6,190,NPK,2,Monoculture,67.2,4.7,161.0,88.0,105.3,16.8,Low,2
39.3,-73.7,78.5,2024-11-01,11,Fall,5.5,14.2,9.0,1.4,31.7,57.4,10.9,10.7,31.2,30.7,5.32,0.2,18.1,66.4,42.1,17.5,257,,3,Monoculture,52.1,3.1,189.3,68.8,119.3,44.5,Low,3
30.5,-119.5,180.2,2024-10-28,10,Fall,13.7,20.2,4.92,1.8,92.3,2.0,5.7,18.4,9.8,47.3,6.78,0.8,22.9,63.5,24.3,19.0,301,Nitrogen,0,Diversified,66.6,4.1,181.6,90.2,102.7,36.3,Medium,2
33.3,-116.2,132.7,2024-07-18,7,Summer,32.2,29.0,5.66,1.2,88.4,6.6,5.0,15.5,17.0,32.6,4.38,1.6,31.3,34.2,16.8,25.6,19,,1,Diversified,66.8,3.1,184.5,83.0,117.4,26.7,Low,2
27.4,-107.5,254.9,2023-08-09,8,Summer,22.1,28.5,8.52,1.3,74.3,11.3,14.4,20.0,7.9,41.4,1.25,2.6,30.9,35.4,43.2,31.7,292,Nitrogen,1,Corn-Soy,50.4,3.8,180.0,92.1,108.6,41.9,Medium,2
28.6,-86.5,23.3,2024-03-16,3,Spring,24.0,22.4,6.46,1.0,44.1,37.0,18.9,31.7,10.0,143.4,2.8,0.2,21.0,65.1,23.2,16.2,294,Phosphorus,3,Monoculture,66.9,4.1,168.3,90.0,6.6,26.0,Low,0
38.6,-75.6,577.2,2024-04-07,4,Spring,29.6,18.7,7.99,1.4,70.6,14.6,14.8,19.1,11.6,157.5,2.32,0.5,15.6,79.1,53.8,19.7,299,,4,Diversified,51.0,2.6,180.9,88.4,0.0,20.4,Low,0
28.6,-97.0,387.3,2023-08-22,8,Summer,21.5,29.8,9.0,1.3,31.8,40.5,27.7,14.9,10.3,54.3,1.84,1.6,34.6,44.6,44.6,24.3,249,,6,Wheat-Legume,43.1,2.7,185.1,89.7,95.7,42.8,Medium,1
35.5,-89.7,238.7,2024-02-28,2,Winter,34.5,14.0,4.9,1.2,59.5,36.2,4.4,20.1,2.8,45.3,4.27,1.9,19.3,73.2,22.8,12.7,30,NPK,0,Monoculture,66.8,3.9,179.9,97.2,104.7,12.4,Low,0
39.2,-110.6,1123.7,2023-12-14,12,Winter,13.4,8.7,7.79,1.2,70.6,9.3,20.1,17.1,13.1,79.1,0.93,0.1,8.6,77.7,4.2,7.5,49,,1,Corn-Soy,44.6,1.0,182.9,86.9,70.9,29.3,Medium,3
27.1,-79.8,777.6,2024-04-09,4,Spring,21.7,27.4,6.15,1.1,67.7,8.4,23.9,25.3,18.4,49.3,6.21,0.2,23.1,65.7,40.9,26.0,360,Organic,1,Wheat-Legume,76.1,5.1,174.7,81.6,100.7,28.3,Low,2
36.3,-71.6,361.2,2024-02-13,2,Winter,22.4,14.6,8.83,1.3,16.6,30.5,52.9,5.6,13.4,90.0,4.51,0.7,16.2,64.9,22.8,10.1,38,,2,Monoculture,56.0,2.8,194.4,86.6,60.0,22.1,Low,0
30.1,-106.6,246.2,2024-03-01,3,Spring,35.0,25.5,9.0,1.0,75.1,23.7,1.3,16.9,22.5,61.5,0.5,0.4,25.5,57.7,60.6,19.9,364,NPK,5,Corn-Soy,39.4,2.7,183.1,77.5,88.5,15.0,High,2
44.3,-95.3,195.3,2023-04-08,4,Spring,29.9,11.2,6.93,1.0,40.5,51.5,8.0,20.7,15.1,96.1,2.62,0.4,15.7,57.5,52.1,18.1,365,NPK,1,Wheat-Legume,60.3,3.6,179.3,84.9,53.9,20.1,Low,0
34.7,-115.7,183.5,2023-11-17,11,Fall,33.5,17.6,6.69,1.1,48.8,33.3,17.9,29.7,4.6,95.0,2.08,0.3,16.7,81.7,4.9,14.8,128,NPK,4,Diversified,59.9,2.3,170.3,95.4,55.0,16.5,Low,3
41.1,-92.0,128.9,2024-03-13,3,Spring,36.6,18.6,7.94,1.2,63.3,13.6,23.2,31.5,9.1,41.9,1.99,0.9,22.8,75.5,84.7,16.5,134,,0,Wheat-Legume,49.9,4.8,168.5,90.9,108.1,13.4,Medium,0
36.0,-94.9,129.6,2023-11-17,11,Fall,19.2,17.4,8.78,1.2,47.4,43.7,8.9,14.3,6.2,48.3,0.5,0.1,19.7,64.7,36.6,16.8,186,Nitrogen,3,Fallow,41.9,2.8,185.7,93.8,101.7,30.8,Medium,3
25.9,-112.8,227.9,2024-11-12,11,Fall,21.6,18.4,9.0,0.9,33.2,18.2,48.6,16.3,2.0,62.6,3.57,0.1,24.3,72.6,14.8,23.7,74,NPK,1,Monoculture,65.6,4.2,183.7,98.0,87.4,28.4,Low,3
37.7,-97.9,508.1,2023-09-19,9,Fall,32.4,15.1,9.0,1.2,6.0,89.3,4.7,8.7,25.1,110.0,1.91,0.6,18.8,68.9,35.5,20.3,235,NPK,2,Monoculture,57.4,4.1,191.3,74.9,40.0,17.6,Medium,3
44.0,-103.3,225.9,2024-01-19,1,Winter,41.5,3.4,9.0,1.1,57.1,15.6,27.3,21.3,91.3,109.2,1.61,0.9,4.2,85.2,20.4,10.0,150,NPK,2,Corn-Soy,46.3,1.8,178.7,8.7,40.8,6.8,Medium,0
37.0,-93.9,64.3,2023-06-06,6,Summer,21.2,25.1,9.0,1.5,40.7,50.7,8.6,69.7,7.6,54.8,6.84,1.8,28.3,45.6,13.0,22.7,112,NPK,7,Corn-Soy,62.0,4.4,130.3,92.4,95.2,43.1,Low,1
