field_id,measurement_date,soil_type,crop_type,region,season,soil_moisture_percent,soil_temperature_celsius,ph_level,nitrogen_ppm,phosphorus_ppm,potassium_ppm,organic_matter_percent,electrical_conductivity_ds_per_m,bulk_density_g_per_cm3,rainfall_last_week_mm,avg_humidity_percent,ndvi_vegetation_index,soil_health_score,health_category,recommendations
F1020,2023-12-02,Sandy,Potato,North,Summer,5.0,21.3,6.25,57.46,22.35,179.47,2.44,0.69,1.434,8.9,85.5,0.752,0.6,Fair,Increase irrigation
F1021,2024-08-16,Sandy,Wheat,West,Summer,10.11,26.96,6.41,53.88,26.33,187.88,1.57,1.98,1.521,8.9,60.0,0.6,0.731,Good,Increase irrigation; Add organic compost
F1022,2024-12-18,Silt,Barley,West,Fall,27.13,15.42,7.24,49.53,40.24,157.67,2.91,0.4,1.379,8.1,74.2,0.546,0.868,Excellent,Maintain current practices
F1023,2023-10-28,Clay,Cotton,North,Summer,24.5,19.82,7.46,58.75,32.11,163.01,4.1,1.11,1.399,3.0,73.0,0.628,0.776,Good,Maintain current practices
F1024,2024-03-04,Loam,Tomato,North,Winter,33.38,-5.0,7.04,51.17,17.37,234.87,4.36,1.51,1.421,10.0,87.4,0.126,0.918,Excellent,Maintain current practices
F1025,2024-01-03,Sandy,Barley,West,Spring,19.16,16.57,5.67,48.61,18.45,227.47,1.85,0.47,1.456,2.6,57.7,0.617,0.69,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F1026,2023-10-05,Sandy,Tomato,West,Summer,15.6,26.17,5.76,75.23,28.36,156.53,1.4,2.16,1.501,7.0,67.9,0.734,0.633,Good,Add lime to increase pH; Increase irrigation; Add organic compost; Reduce soil salinity
F1027,2024-12-28,Sandy,Potato,North,Summer,12.11,19.91,6.19,49.96,27.44,210.71,1.85,0.26,1.481,12.5,91.2,0.449,0.715,Good,Increase irrigation; Add organic compost
F1028,2025-06-06,Silt,Barley,East,Summer,26.1,31.98,6.9,47.31,11.89,114.0,2.57,0.58,1.369,8.3,68.3,0.706,0.751,Good,Apply phosphorus fertilizer; Apply potassium fertilizer
F1029,2025-06-15,Clay,Corn,East,Winter,45.29,4.27,6.82,39.21,19.65,80.76,2.93,1.24,1.318,23.3,65.6,0.179,0.745,Good,Apply potassium fertilizer
F1030,2025-07-14,Loam,Soybean,East,Spring,30.46,15.42,6.68,44.55,28.18,122.77,4.62,0.26,1.431,4.3,69.9,0.429,0.897,Excellent,Maintain current practices
F1031,2024-07-29,Sandy,Corn,South,Winter,13.35,8.16,5.6,55.11,43.85,210.4,0.68,0.19,1.47,4.1,56.4,0.267,0.673,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F1032,2024-10-10,Clay,Rice,East,Spring,44.1,15.31,7.3,47.7,16.89,148.18,2.84,2.22,1.392,1.9,79.6,0.773,0.654,Good,Reduce soil salinity
F1033,2025-08-05,Sandy,Wheat,North,Winter,19.99,0.8,5.73,45.35,31.51,156.19,1.96,0.37,1.496,6.3,57.7,0.624,0.631,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F1034,2024-05-12,Peat,Rice,East,Spring,72.68,14.43,5.31,46.6,30.38,213.1,11.89,1.07,0.753,2.9,66.2,0.575,0.743,Good,Add lime to increase pH; Improve drainage
F1035,2025-06-02,Sandy,Potato,North,Fall,15.5,9.96,5.92,53.06,29.5,127.74,1.96,1.85,1.698,1.4,69.7,0.371,0.578,Fair,Add lime to increase pH; Increase irrigation; Add organic compost
F1036,2025-08-19,Clay,Wheat,East,Summer,27.09,24.23,7.17,49.56,24.67,190.22,3.88,1.99,1.191,8.5,84.6,0.379,0.826,Excellent,Maintain current practices
F1037,2024-04-26,Peat,Corn,South,Winter,76.53,10.02,5.12,44.5,24.83,148.09,12.67,0.53,0.697,7.5,91.6,0.331,0.65,Good,Add lime to increase pH; Improve drainage
F1038,2023-09-22,Loam,Cotton,West,Summer,17.58,26.28,7.17,63.73,11.49,145.23,3.62,0.76,1.372,6.8,76.4,0.785,0.778,Good,Apply phosphorus fertilizer; Increase irrigation
F1039,2023-10-11,Silt,Cotton,South,Fall,34.74,15.91,6.58,56.43,24.23,156.75,3.04,0.14,1.489,15.5,45.6,0.399,0.87,Excellent,Maintain current practices
F1040,2025-03-09,Silt,Potato,Central,Fall,31.82,12.99,7.14,69.61,24.39,217.45,2.76,1.45,1.444,15.4,51.5,0.167,0.802,Excellent,Maintain current practices
F1041,2025-03-10,Silt,Soybean,Central,Summer,21.64,26.76,7.05,52.29,19.71,134.38,3.15,0.78,1.349,9.4,59.9,0.589,0.804,Excellent,Maintain current practices
F1042,2025-05-06,Loam,Cotton,West,Fall,24.09,13.59,6.68,56.85,26.55,270.27,4.28,0.53,1.667,18.1,73.2,0.38,0.861,Excellent,Maintain current practices
F1043,2024-12-04,Peat,Rice,North,Summer,43.1,19.35,5.45,42.2,27.86,193.37,12.24,1.03,0.845,13.7,47.8,0.37,0.756,Good,Add lime to increase pH
F1044,2024-12-08,Loam,Barley,Central,Fall,28.14,14.43,6.52,44.46,39.68,196.61,4.91,1.66,1.309,17.5,67.0,0.361,0.767,Good,Maintain current practices
F1045,2025-05-27,Clay,Tomato,South,Spring,38.06,15.63,7.25,73.92,27.27,141.64,3.84,1.39,1.441,4.1,90.5,0.685,0.786,Good,Maintain current practices
F1046,2025-07-06,Loam,Soybean,East,Spring,32.66,14.1,6.57,24.85,25.82,154.81,4.25,0.1,1.417,1.5,56.0,0.684,0.812,Excellent,Apply nitrogen fertilizer
F1047,2025-03-18,Peat,Tomato,South,Winter,78.22,11.59,4.57,56.42,24.82,172.15,12.73,0.3,0.775,5.0,87.7,0.263,0.58,Fair,Add lime to increase pH; Improve drainage
F1048,2025-06-18,Sandy,Barley,East,Winter,19.34,6.27,6.1,63.18,28.63,161.39,1.52,0.6,1.45,2.2,66.5,0.527,0.659,Good,Increase irrigation; Add organic compost
F1049,2023-10-15,Loam,Corn,North,Spring,23.8,9.69,6.34,69.09,22.11,171.21,4.78,0.46,1.505,10.7,61.4,0.739,0.81,Excellent,Maintain current practices
F1050,2023-12-19,Sandy,Rice,North,Summer,5.56,21.22,5.73,43.87,23.24,208.8,1.6,0.41,1.565,8.6,45.1,0.515,0.692,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F1051,2025-04-07,Silt,Soybean,North,Spring,31.66,10.92,7.54,34.48,23.11,131.37,2.33,2.28,1.389,25.5,82.4,0.772,0.731,Good,Add sulfur to decrease pH; Reduce soil salinity
F1052,2023-10-21,Silt,Potato,Central,Fall,26.61,12.63,7.2,33.64,16.03,215.53,3.44,0.18,1.43,21.4,68.8,0.427,0.803,Excellent,Maintain current practices
F1053,2023-09-14,Loam,Soybean,Central,Spring,30.05,13.7,7.3,41.04,17.62,151.37,4.26,1.42,1.445,2.6,69.6,0.67,0.824,Excellent,Maintain current practices
F1054,2025-06-16,Sandy,Potato,North,Winter,19.56,1.7,6.31,47.94,31.14,162.65,1.9,0.41,1.722,5.2,49.8,0.509,0.726,Good,Increase irrigation; Add organic compost
F1055,2024-09-12,Clay,Cotton,Central,Winter,46.01,3.45,7.33,49.87,23.76,227.54,3.17,1.27,1.279,5.0,63.8,0.572,0.779,Good,Maintain current practices
F1056,2023-11-12,Clay,Barley,Central,Spring,46.96,15.44,7.08,62.71,28.5,154.29,3.74,0.66,1.101,24.2,57.4,0.876,0.843,Excellent,Maintain current practices
F1057,2023-12-13,Loam,Corn,South,Spring,29.25,21.67,7.05,79.11,24.64,173.38,3.84,1.23,1.492,4.8,67.1,0.83,0.92,Excellent,Maintain current practices
F1058,2025-02-20,Sandy,Tomato,South,Summer,8.68,28.82,5.74,76.41,17.0,223.34,2.46,0.38,1.581,9.8,61.1,0.447,0.651,Good,Add lime to increase pH; Increase irrigation
F1059,2023-12-18,Sandy,Rice,Central,Winter,17.14,5.15,6.29,55.67,23.63,191.95,2.39,0.58,1.522,3.2,76.9,0.221,0.866,Excellent,Increase irrigation
F1060,2023-12-16,Peat,Cotton,West,Winter,79.39,6.94,5.92,36.84,21.68,271.0,11.98,0.8,0.839,14.8,45.5,0.364,0.754,Good,Add lime to increase pH; Improve drainage
F1061,2025-01-29,Sandy,Rice,Central,Winter,17.57,4.26,6.01,45.55,13.58,80.0,1.91,1.84,1.569,7.7,57.2,0.386,0.566,Fair,Apply phosphorus fertilizer; Apply potassium fertilizer; Increase irrigation; Add organic compost
F1062,2024-08-26,Loam,Rice,Central,Winter,29.18,6.69,7.29,47.11,8.57,163.2,4.32,0.87,1.324,0.5,36.0,0.39,0.832,Excellent,Apply phosphorus fertilizer
F1063,2025-06-10,Loam,Cotton,East,Winter,29.37,5.39,6.37,49.58,10.59,113.81,3.97,0.45,1.438,13.9,82.3,0.26,0.665,Good,Apply phosphorus fertilizer; Apply potassium fertilizer
F1064,2025-03-30,Silt,Cotton,Central,Summer,14.9,22.61,8.02,59.71,33.87,220.29,2.37,0.13,1.12,26.2,74.2,0.646,0.754,Good,Add sulfur to decrease pH; Increase irrigation
F1065,2024-09-03,Peat,Soybean,West,Fall,60.31,14.56,5.51,23.99,21.85,266.79,12.16,1.81,0.702,6.5,73.8,0.1,0.58,Fair,Add lime to increase pH; Apply nitrogen fertilizer; Improve drainage
F1066,2023-10-06,Silt,Potato,West,Spring,36.7,16.29,7.26,55.12,5.77,197.74,1.98,0.98,1.373,4.3,65.6,0.548,0.646,Good,Apply phosphorus fertilizer; Add organic compost
F1067,2024-07-06,Loam,Wheat,Central,Summer,22.93,23.19,6.88,46.41,55.22,185.98,3.89,1.29,1.475,6.1,78.4,0.596,0.837,Excellent,Maintain current practices
F1068,2024-07-19,Clay,Barley,South,Summer,20.11,31.13,7.38,60.77,25.39,171.37,2.8,0.81,1.269,12.7,81.0,0.493,0.775,Good,Maintain current practices
F1069,2023-12-06,Clay,Barley,Central,Summer,26.29,24.99,7.62,55.43,23.81,80.0,4.0,0.28,1.385,9.7,72.2,0.649,0.728,Good,Add sulfur to decrease pH; Apply potassium fertilizer
F1070,2024-01-20,Clay,Potato,East,Summer,24.62,22.51,6.87,54.71,36.71,194.62,3.72,1.44,1.16,5.1,38.7,0.635,0.933,Excellent,Maintain current practices
F1071,2024-04-26,Loam,Cotton,Central,Summer,20.24,23.34,7.21,76.34,29.86,239.49,4.64,0.69,1.334,4.4,56.9,0.583,0.782,Good,Maintain current practices
F1072,2025-04-05,Loam,Barley,North,Winter,34.84,3.79,6.91,32.65,27.94,180.9,4.44,2.29,1.338,10.4,52.0,0.438,0.88,Excellent,Reduce soil salinity
F1073,2024-02-25,Sandy,Corn,East,Winter,20.15,2.89,5.8,40.35,19.44,208.37,2.0,0.94,1.748,3.7,85.9,0.232,0.74,Good,Add lime to increase pH; Add organic compost
F1074,2023-10-09,Silt,Corn,Central,Fall,31.26,11.36,6.92,60.63,33.09,106.26,2.91,0.89,1.441,4.1,77.2,0.398,0.886,Excellent,Apply potassium fertilizer
F1075,2024-08-08,Peat,Tomato,North,Spring,69.08,10.99,5.84,74.85,25.45,169.92,12.63,0.13,0.829,2.2,88.6,0.832,0.764,Good,Add lime to increase pH; Improve drainage
F1076,2024-04-20,Loam,Tomato,West,Spring,30.94,17.13,6.0,60.84,25.81,204.64,4.34,0.38,1.494,3.1,82.7,0.761,0.895,Excellent,Maintain current practices
F1077,2024-07-09,Peat,Wheat,West,Spring,73.53,17.73,5.46,47.12,24.34,219.47,11.78,1.55,0.783,15.8,87.6,0.665,0.662,Good,Add lime to increase pH; Improve drainage
F1078,2024-07-31,Peat,Wheat,East,Summer,39.34,24.82,5.44,43.93,23.26,147.85,12.29,1.99,0.677,10.8,55.3,0.533,0.754,Good,Add lime to increase pH
F1079,2025-07-21,Peat,Soybean,South,Spring,70.79,18.37,5.72,39.71,13.51,202.04,11.4,0.29,0.836,29.3,60.4,0.567,0.668,Good,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F1080,2024-04-15,Silt,Potato,Central,Spring,36.7,13.49,7.44,45.79,28.56,205.68,2.62,0.33,1.452,5.9,77.3,0.733,0.809,Excellent,Maintain current practices
F1081,2024-01-14,Silt,Barley,West,Summer,15.61,30.49,6.84,47.18,27.05,205.0,3.98,0.16,1.179,5.0,91.2,0.366,0.825,Excellent,Increase irrigation
F1082,2025-03-15,Loam,Corn,West,Spring,29.21,20.85,6.71,65.74,36.46,167.99,3.61,0.59,1.537,1.6,65.7,0.608,0.865,Excellent,Maintain current practices
F1083,2025-01-26,Silt,Barley,North,Winter,36.99,10.96,7.31,48.89,20.01,242.78,3.55,2.73,1.408,9.2,48.4,0.149,0.732,Good,Reduce soil salinity
F1084,2025-03-26,Silt,Rice,South,Winter,39.97,8.87,7.62,55.24,24.95,258.21,3.74,0.57,1.149,20.7,50.0,0.309,0.845,Excellent,Add sulfur to decrease pH
F1085,2025-03-28,Sandy,Potato,West,Summer,6.86,27.82,5.87,59.2,32.66,131.02,1.66,0.76,1.56,7.3,54.2,0.517,0.621,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F1086,2024-05-30,Peat,Soybean,South,Spring,75.28,19.02,5.64,57.81,24.4,224.48,12.84,1.69,0.798,2.3,76.3,0.936,0.631,Good,Add lime to increase pH; Improve drainage
F1087,2023-12-25,Silt,Cotton,Central,Spring,33.52,12.91,7.17,61.14,33.69,206.85,2.31,0.41,1.331,20.6,50.5,0.555,0.791,Good,Maintain current practices
F1088,2024-03-14,Silt,Tomato,East,Fall,28.3,12.4,7.15,47.28,24.86,156.54,2.68,0.92,1.295,2.9,87.1,0.156,0.819,Excellent,Maintain current practices
F1089,2024-07-09,Loam,Cotton,Central,Spring,29.55,13.78,6.45,59.67,21.77,207.53,4.53,1.76,1.342,4.9,54.1,0.417,0.866,Excellent,Maintain current practices
F1090,2025-05-31,Sandy,Cotton,Central,Winter,22.71,4.26,6.47,54.39,21.85,226.4,2.02,0.36,1.786,8.7,53.5,0.172,0.855,Excellent,Maintain current practices
F1091,2024-03-23,Sandy,Potato,North,Summer,12.05,23.26,5.85,64.27,32.29,153.25,1.09,1.27,1.668,5.1,59.1,0.766,0.623,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F1092,2023-10-26,Loam,Rice,North,Spring,33.0,16.12,6.48,50.34,46.99,182.66,4.23,1.45,1.404,9.9,51.2,0.3,0.869,Excellent,Maintain current practices
F1093,2024-08-17,Sandy,Rice,East,Spring,21.62,14.29,5.79,55.03,18.19,131.11,1.94,0.72,1.529,4.6,60.6,0.671,0.751,Good,Add lime to increase pH; Add organic compost
F1094,2023-09-24,Clay,Barley,West,Winter,44.65,8.31,7.37,49.03,25.31,143.51,3.27,1.07,1.482,16.3,45.5,0.527,0.804,Excellent,Maintain current practices
F1095,2024-03-27,Loam,Soybean,Central,Summer,13.78,23.86,7.18,43.14,15.81,147.24,4.55,1.65,1.403,9.4,77.4,0.563,0.737,Good,Increase irrigation
F1096,2025-05-30,Peat,Barley,Central,Winter,75.08,5.67,5.35,55.39,36.73,205.32,11.41,0.47,0.926,19.1,54.1,0.371,0.698,Good,Add lime to increase pH; Improve drainage
F1097,2024-05-19,Sandy,Wheat,West,Spring,15.89,16.81,6.06,62.26,17.91,169.49,1.82,1.34,1.47,4.0,84.3,0.577,0.606,Good,Increase irrigation; Add organic compost
F1098,2025-08-14,Sandy,Wheat,East,Summer,9.06,25.76,5.84,54.16,30.92,171.91,1.33,0.65,1.741,30.4,86.8,0.739,0.64,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F1099,2025-07-02,Peat,Barley,North,Winter,72.7,3.17,5.22,30.89,14.45,204.04,12.07,1.45,0.787,6.1,75.0,0.237,0.589,Fair,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F1100,2025-07-10,Clay,Corn,West,Fall,33.47,13.58,6.91,58.12,33.6,147.34,4.14,0.91,1.324,14.6,62.9,0.199,0.984,Excellent,Maintain current practices
F1101,2025-06-26,Loam,Corn,North,Fall,27.2,7.18,6.81,74.82,15.06,201.13,4.04,1.38,1.439,19.5,66.0,0.418,0.848,Excellent,Maintain current practices
F1102,2024-07-20,Silt,Soybean,West,Spring,36.06,16.65,7.24,51.64,24.12,241.34,3.77,1.51,1.298,3.7,50.3,0.702,0.786,Good,Maintain current practices
F1103,2025-01-25,Silt,Corn,South,Summer,23.47,30.03,7.4,75.13,36.48,238.43,3.07,0.29,1.46,0.2,56.6,0.573,0.867,Excellent,Maintain current practices
F1104,2025-02-24,Silt,Wheat,North,Summer,20.09,19.76,6.98,46.81,22.83,233.71,2.86,2.58,1.493,16.2,58.5,0.592,0.829,Excellent,Reduce soil salinity
F1105,2024-02-08,Loam,Cotton,West,Winter,31.03,8.82,7.16,43.81,19.59,208.51,4.28,0.46,1.39,11.9,41.5,0.415,0.865,Excellent,Maintain current practices
F1106,2025-06-02,Clay,Cotton,East,Fall,26.65,11.95,6.98,63.51,20.32,136.09,3.75,0.48,1.222,18.1,89.4,0.387,0.85,Excellent,Maintain current practices
F1107,2023-11-03,Loam,Soybean,Central,Fall,24.99,13.01,7.09,28.95,27.93,159.73,4.11,0.94,1.235,8.2,44.6,0.245,0.927,Excellent,Apply nitrogen fertilizer
F1108,2024-04-18,Loam,Tomato,North,Fall,22.45,8.58,6.64,55.57,26.43,236.03,4.43,0.41,1.675,0.9,85.8,0.549,0.871,Excellent,Maintain current practices
F1109,2023-11-29,Sandy,Cotton,West,Summer,14.79,27.4,6.39,75.21,15.94,231.03,1.1,0.32,1.662,9.2,75.0,0.764,0.798,Good,Increase irrigation; Add organic compost
F1110,2025-04-09,Silt,Soybean,West,Summer,20.94,25.96,7.18,32.85,19.57,219.98,2.94,0.27,1.201,19.6,56.3,0.638,0.766,Good,Maintain current practices
F1111,2024-12-03,Sandy,Tomato,East,Fall,11.36,13.07,6.0,60.55,24.78,144.08,2.59,1.0,1.573,8.4,30.8,0.107,0.79,Good,Add lime to increase pH; Increase irrigation
F1112,2025-04-17,Peat,Rice,South,Summer,40.91,28.66,5.49,51.0,23.65,80.0,12.12,1.58,0.765,7.8,78.1,0.67,0.703,Good,Add lime to increase pH; Apply potassium fertilizer
F1113,2025-08-06,Peat,Soybean,South,Fall,60.84,17.71,5.48,42.13,22.11,169.13,11.67,0.57,0.785,11.6,58.9,0.439,0.787,Good,Add lime to increase pH; Improve drainage
F1114,2025-07-03,Peat,Rice,West,Summer,38.15,29.96,5.7,40.86,22.36,191.36,11.17,0.78,0.828,24.9,95.0,0.493,0.787,Good,Add lime to increase pH
F1115,2025-03-24,Peat,Rice,East,Spring,71.4,18.14,5.0,54.16,21.23,164.61,11.49,0.68,0.702,4.7,42.0,0.34,0.659,Good,Add lime to increase pH; Improve drainage
F1116,2024-01-28,Peat,Corn,South,Fall,63.79,23.46,5.78,50.88,9.13,201.59,11.27,0.41,0.804,9.3,51.1,0.044,0.733,Good,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F1117,2024-07-07,Clay,Cotton,West,Winter,46.51,10.01,6.45,50.95,32.33,163.19,2.7,0.37,1.304,7.0,51.4,0.483,0.786,Good,Maintain current practices
F1118,2023-12-19,Silt,Barley,South,Summer,22.02,29.77,7.11,54.71,30.13,180.13,1.33,1.28,1.392,0.9,71.3,0.551,0.829,Excellent,Add organic compost
F1119,2025-05-13,Sandy,Rice,North,Fall,16.6,9.25,6.12,36.94,15.08,218.44,1.76,0.14,1.651,2.6,65.3,0.031,0.76,Good,Increase irrigation; Add organic compost
F1120,2024-04-24,Peat,Soybean,Central,Summer,41.81,23.27,5.28,52.39,28.77,223.89,12.12,0.4,0.726,0.8,77.1,0.763,0.822,Excellent,Add lime to increase pH
F1121,2024-01-16,Clay,Cotton,North,Winter,42.16,0.64,7.4,54.27,35.41,225.57,3.02,2.16,1.197,16.5,66.0,0.347,0.682,Good,Reduce soil salinity
F1122,2024-10-01,Peat,Potato,East,Summer,41.02,29.35,5.44,68.22,17.35,165.77,11.89,2.83,0.654,7.3,95.0,0.634,0.767,Good,Add lime to increase pH; Reduce soil salinity
F1123,2024-03-16,Silt,Potato,South,Summer,16.18,30.52,7.01,49.87,30.34,111.74,2.51,1.89,1.277,5.2,74.4,0.49,0.707,Good,Apply potassium fertilizer; Increase irrigation
F1124,2024-06-03,Sandy,Wheat,West,Spring,16.61,17.22,6.09,35.06,33.2,176.37,1.24,1.61,1.653,7.8,95.0,0.622,0.625,Good,Increase irrigation; Add organic compost
F1125,2023-11-07,Silt,Soybean,South,Summer,21.33,29.64,7.01,45.91,23.42,194.19,2.92,0.41,1.239,8.4,89.1,0.634,0.82,Excellent,Maintain current practices
F1126,2025-08-05,Sandy,Potato,Central,Winter,22.97,4.31,5.7,52.17,23.78,190.0,2.16,0.51,1.602,1.8,67.3,0.127,0.777,Good,Add lime to increase pH
F1127,2024-10-19,Loam,Potato,South,Winter,33.78,8.33,7.38,50.7,20.01,179.89,4.02,2.28,1.493,2.0,69.7,0.144,0.85,Excellent,Reduce soil salinity
F1128,2025-05-19,Clay,Tomato,East,Winter,47.14,4.54,7.13,67.39,31.8,123.11,4.41,1.81,1.2,6.0,81.7,0.374,0.844,Excellent,Maintain current practices
F1129,2024-12-06,Peat,Wheat,Central,Spring,73.71,17.43,5.76,49.73,20.26,194.24,13.14,0.74,0.836,7.8,66.2,0.72,0.699,Good,Add lime to increase pH; Improve drainage
F1130,2023-10-11,Silt,Wheat,South,Winter,42.75,8.11,7.69,42.5,29.17,180.2,2.46,1.5,1.26,2.1,60.6,0.383,0.731,Good,Add sulfur to decrease pH
F1131,2024-03-13,Peat,Tomato,Central,Spring,71.47,14.26,5.59,73.58,26.03,258.77,12.28,2.79,0.793,2.8,62.7,0.53,0.565,Fair,Add lime to increase pH; Improve drainage; Reduce soil salinity
F1132,2024-06-19,Loam,Potato,West,Fall,29.4,13.23,7.24,47.23,30.16,182.97,4.41,0.34,1.338,3.6,53.7,0.356,0.911,Excellent,Maintain current practices
F1133,2025-05-20,Silt,Rice,West,Fall,31.37,14.42,7.55,44.32,21.54,164.27,3.6,0.18,1.406,15.2,57.9,0.306,0.76,Good,Add sulfur to decrease pH
F1134,2023-12-02,Clay,Rice,West,Winter,47.42,5.56,7.44,31.98,26.94,181.56,3.2,2.08,1.151,9.7,95.0,0.137,0.733,Good,Reduce soil salinity
F1135,2024-10-07,Peat,Corn,South,Summer,42.18,32.36,5.55,60.89,10.14,108.8,11.88,2.07,0.633,2.2,84.4,0.452,0.733,Good,Add lime to increase pH; Apply phosphorus fertilizer; Apply potassium fertilizer; Reduce soil salinity
F1136,2024-03-02,Silt,Cotton,West,Spring,35.83,16.81,6.85,61.43,31.7,174.87,2.67,1.65,1.296,7.0,63.5,0.763,0.891,Excellent,Maintain current practices
F1137,2024-05-14,Silt,Soybean,West,Spring,39.59,15.9,6.83,48.99,24.48,178.63,2.65,2.11,1.454,25.2,39.8,0.658,0.745,Good,Reduce soil salinity
F1138,2023-12-26,Loam,Rice,North,Spring,26.27,12.16,7.06,48.59,23.01,134.8,3.88,1.54,1.256,5.6,72.5,0.668,0.815,Excellent,Maintain current practices
F1139,2025-02-05,Silt,Cotton,North,Winter,41.82,0.76,7.19,49.72,22.73,233.72,3.49,0.3,1.388,9.9,48.6,0.164,0.915,Excellent,Maintain current practices
F1140,2023-10-15,Peat,Rice,West,Winter,80.0,4.9,5.56,43.82,16.38,208.24,13.21,2.06,0.739,11.2,57.8,0.006,0.627,Good,Add lime to increase pH; Improve drainage; Reduce soil salinity
F1141,2024-02-14,Sandy,Cotton,Central,Summer,9.49,26.24,6.04,51.91,26.6,151.46,2.63,0.4,1.553,7.4,60.1,0.605,0.664,Good,Increase irrigation
F1142,2024-07-12,Sandy,Rice,North,Winter,18.94,2.86,5.87,22.38,35.67,190.66,1.94,0.69,1.556,10.0,80.6,0.34,0.616,Good,Add lime to increase pH; Apply nitrogen fertilizer; Increase irrigation; Add organic compost
F1143,2023-12-30,Loam,Potato,East,Summer,18.72,25.53,6.64,51.19,29.34,176.97,4.0,2.45,1.467,3.8,68.8,0.542,0.867,Excellent,Increase irrigation; Reduce soil salinity
F1144,2023-09-13,Sandy,Soybean,North,Fall,16.87,9.89,5.66,41.51,24.48,204.0,1.38,2.86,1.68,13.2,74.5,0.151,0.669,Good,Add lime to increase pH; Increase irrigation; Add organic compost; Reduce soil salinity
F1145,2025-05-15,Silt,Potato,West,Spring,34.97,16.97,6.34,53.89,21.24,198.02,2.74,0.16,1.374,2.3,52.4,0.693,0.818,Excellent,Maintain current practices
F1146,2024-12-08,Silt,Soybean,South,Winter,38.2,11.91,6.84,37.07,23.96,308.64,3.24,0.29,1.337,8.6,45.1,0.365,0.812,Excellent,Maintain current practices
F1147,2024-05-08,Silt,Potato,North,Spring,33.36,13.55,7.46,53.79,31.45,188.49,3.18,0.41,1.329,7.8,67.9,0.678,0.821,Excellent,Maintain current practices
F1148,2023-10-21,Peat,Barley,Central,Summer,39.25,22.58,5.05,34.75,25.89,80.0,12.24,1.17,0.806,7.9,68.2,0.795,0.788,Good,Add lime to increase pH; Apply potassium fertilizer
F1149,2023-10-08,Sandy,Rice,North,Fall,19.51,7.4,6.23,44.05,19.81,144.55,1.61,0.32,1.461,10.4,93.3,0.304,0.758,Good,Increase irrigation; Add organic compost
F1150,2024-08-05,Sandy,Wheat,Central,Fall,14.41,13.66,5.78,39.04,25.11,264.85,2.44,1.76,1.605,4.7,77.3,0.613,0.593,Fair,Add lime to increase pH; Increase irrigation
F1151,2024-03-01,Clay,Wheat,North,Winter,47.69,4.13,7.34,34.2,27.03,197.15,3.59,0.46,1.219,5.0,87.9,0.324,0.831,Excellent,Maintain current practices
F1152,2024-12-10,Sandy,Barley,Central,Summer,6.91,22.41,5.89,36.0,29.69,100.26,2.15,1.77,1.723,9.0,66.6,0.48,0.552,Fair,Add lime to increase pH; Apply potassium fertilizer; Increase irrigation
F1153,2024-07-03,Peat,Cotton,North,Spring,73.74,13.53,5.89,57.72,26.38,246.61,13.05,1.74,0.765,1.9,66.6,0.648,0.717,Good,Add lime to increase pH; Improve drainage
F1154,2024-11-11,Loam,Cotton,West,Spring,31.15,14.96,6.87,74.15,21.34,190.39,3.28,1.01,1.444,13.4,76.0,0.558,0.929,Excellent,Maintain current practices
F1155,2024-01-16,Peat,Corn,East,Winter,75.35,7.89,5.56,54.43,13.55,135.61,12.18,0.45,0.9,20.5,31.5,0.26,0.587,Fair,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F1156,2025-02-19,Clay,Barley,East,Winter,42.85,7.75,7.26,34.28,20.28,149.38,3.48,0.95,1.49,12.6,60.7,0.253,0.801,Excellent,Maintain current practices
F1157,2023-12-21,Sandy,Soybean,Central,Spring,19.06,16.18,6.1,34.54,34.69,211.94,2.26,1.94,1.441,12.0,64.9,0.596,0.687,Good,Increase irrigation
F1158,2024-11-11,Peat,Corn,West,Fall,64.9,14.59,5.53,58.11,48.84,134.73,11.58,0.22,0.777,12.5,69.7,0.219,0.738,Good,Add lime to increase pH; Improve drainage
F1159,2024-01-11,Peat,Cotton,East,Fall,58.49,12.62,5.83,55.42,32.05,223.44,12.14,0.74,0.772,12.9,57.1,0.41,0.81,Excellent,Add lime to increase pH; Improve drainage
F1160,2025-01-17,Peat,Potato,Central,Winter,80.0,2.68,5.93,44.58,16.2,162.43,13.24,0.61,0.767,9.6,50.9,0.461,0.673,Good,Add lime to increase pH; Improve drainage
F1161,2023-09-02,Sandy,Soybean,East,Summer,7.17,24.31,5.83,42.42,35.64,174.04,1.76,2.59,1.648,14.5,94.4,0.673,0.515,Fair,Add lime to increase pH; Increase irrigation; Add organic compost; Reduce soil salinity
